iter	RMSE
126	31.47793058
127	31.16993827
128	30.90960511
129	30.63884713
130	30.36956512
131	30.13635491
132	29.91378674
133	29.6679909
134	29.4005912
135	29.22279278
136	29.01640057
137	28.78701879
138	28.574451
139	28.35185759
140	28.17875813
141	27.97997233
142	27.84821967
143	27.68074417
144	27.55029988
145	27.34736768
146	27.16322754
147	27.02600463
148	26.86142893
149	26.71777545
150	26.53207784
151	26.42331862
152	26.28595678
153	26.15480013
154	25.99275867
155	25.83502213
156	25.67526542
157	25.53047398
158	25.40848093
159	25.29719907
160	25.21076664
161	25.10267638
162	24.9353198
163	24.83649056
164	24.73922457
165	24.60313794
166	24.49630561
167	24.37293394
168	24.30445805
169	24.1906558
170	24.13230038
171	24.0116916
172	23.92652085
173	23.82716386
174	23.74780972
175	23.66855668
176	23.55760339
177	23.47078458
178	23.36815369
179	23.27778102
180	23.19805677
181	23.08551132
182	22.9954477
183	22.89199774
184	22.83199197
185	22.77061343
186	22.68654602
187	22.61973634
188	22.49936102
189	22.42714515
190	22.36922817
191	22.28640727
192	22.22011057
193	22.18645424
194	22.11786258
195	22.03006333
196	21.99410233
197	21.96885308
198	21.91795259
199	21.8619188
200	21.78310191
201	21.69958678
202	21.59869557
203	21.5146615
204	21.43632773
205	21.3647511
206	21.33377988
207	21.26295984
208	21.20578742
209	21.12652954
210	21.08657111
211	21.01648751
212	20.95428476
213	20.89915272
214	20.8653155
215	20.77394891
216	20.74221131
217	20.71979488
218	20.66646512
219	20.63630216
220	20.61543086
221	20.55326774
222	20.52486655
223	20.49314446
224	20.41099534
225	20.39577894
226	20.32817368
227	20.29252357
228	20.24931715
229	20.19929222
230	20.15647488
231	20.12164794
232	20.09022744
233	20.05411113
234	20.02703214
235	19.99043779
236	19.9637814
237	19.91296323
238	19.88441987
239	19.85652447
240	19.82955662
241	19.78110362
242	19.72207013
243	19.66653837
244	19.64355432
245	19.56025193
246	19.50713463
247	19.43971017
248	19.40861101
249	19.3848704
250	19.33078474
251	19.30399315
252	19.28574327
253	19.26010472
254	19.24750567
255	19.22440784
256	19.17825424
257	19.13480631
258	19.11194622
259	19.06392239
260	19.04263523
261	19.01030035
262	18.96060213
263	18.88509655
264	18.86157407
265	18.80768884
266	18.77898622
267	18.76314154
268	18.73510508
269	18.64984479
270	18.63013373
271	18.61022589
272	18.59031102
273	18.57896898
274	18.53468213
275	18.45033031
276	18.42946236
277	18.40903496
278	18.33444699
279	18.27115174
280	18.21855107
281	18.17089497
282	18.09199156
283	18.02236962
284	17.98277555
285	17.97283006
286	17.92226376
287	17.90253014
288	17.86036705
289	17.79937185
290	17.78416023
291	17.72860631
292	17.68904782
293	17.65673846
294	17.61112701
295	17.55403164
296	17.49612007
297	17.45946877
298	17.41682939
299	17.38185186
300	17.34667454
301	17.3221076
302	17.31137207
303	17.29933403
304	17.28934542
305	17.28041435
306	17.23148883
307	17.19283632
308	17.11516533
309	17.10314367
310	17.08276005
311	17.07376654
312	17.05811801
313	17.0431232
314	17.01532028
315	16.98678934
316	16.93947157
317	16.90356336
318	16.88771295
319	16.86590382
320	16.83364303
321	16.78371343
322	16.72309416
323	16.69279313
324	16.65506673
325	16.63246675
326	16.62078355
327	16.60897235
328	16.56045452
329	16.53313126
330	16.49092534
331	16.46779849
332	16.41596602
333	16.40583108
334	16.36143803
335	16.33756141
336	16.29842972
337	16.28664808
338	16.27813706
339	16.26404399
340	16.24587259
341	16.21449537
342	16.19696124
343	16.18882221
344	16.1525313
345	16.14705532
346	16.13770198
347	16.10098931
348	16.04761744
349	16.04024373
350	16.02938326
351	15.99384414
352	15.96343576
353	15.9275582
354	15.88466073
355	15.85969735
356	15.85013349
357	15.81355949
358	15.80764428
359	15.77945895
360	15.75899217
361	15.69971494
362	15.63511528
363	15.60912743
364	15.57321604
365	15.56100887
366	15.52666268
367	15.49952631
368	15.43886527
369	15.4053377
370	15.37263436
371	15.34582383
372	15.31007174
373	15.25488476
374	15.22639595
375	15.22029529
376	15.18641672
377	15.17633615
378	15.15239447
379	15.1252005
380	15.09689
381	15.09134884
382	15.05515404
383	15.03177786
384	15.01802747
385	14.9938811
386	14.98796428
387	14.94441155
388	14.91767559
389	14.89394249
390	14.84485342
391	14.82087004
392	14.79191368
393	14.76782114
394	14.75457913
395	14.74886083
396	14.74194458
397	14.71902055
398	14.71353876
399	14.69490069
400	14.63870924
401	14.63322853
402	14.62647389
403	14.60230653
404	14.56542483
405	14.55295112
406	14.54763835
407	14.51965844
408	14.51230577
409	14.48565945
410	14.48304068
411	14.47595492
412	14.44360111
413	14.41647061
414	14.39726386
415	14.35259117
416	14.31406782
417	14.30540381
418	14.2962173
419	14.26345569
420	14.22781661
421	14.19760398
422	14.16338894
423	14.13290764
424	14.12585248
425	14.11817924
426	14.09510617
427	14.05883363
428	14.05299931
429	14.02418174
430	14.01622155
431	13.98391382
432	13.96084912
433	13.95533712
434	13.9492997
435	13.90978796
436	13.8988011
437	13.88781038
438	13.84764736
439	13.82580711
440	13.7954944
441	13.76274643
442	13.72516167
443	13.68292254
444	13.65951649
445	13.62568048
446	13.60255814
447	13.56510468
448	13.56055118
449	13.54122435
450	13.53660731
451	13.50760199
452	13.48190135
453	13.46003472
454	13.45316246
455	13.42256004
456	13.40848973
457	13.38084997
458	13.35507172
459	13.31772683
460	13.2885513
461	13.2834472
462	13.2639625
463	13.23545058
464	13.18976176
465	13.14493039
466	13.12218853
467	13.12002266
468	13.10252516
469	13.08259696
470	13.05309608
471	13.02919318
472	13.00446263
473	12.97182233
474	12.94634873
475	12.90699604
476	12.8829859
477	12.86243091
478	12.8447498
479	12.82003103
480	12.8097574
481	12.79037927
482	12.75605732
483	12.75110418
484	12.73151355
485	12.71232935
486	12.70879883
487	12.68140026
488	12.64385659
489	12.63479254
490	12.6151416
491	12.60799716
492	12.57622913
493	12.57054603
494	12.55317686
495	12.53522387
496	12.51708883
497	12.50209665
498	12.49693921
499	12.47930376
500	12.46165874
501	12.43069728
502	12.40961746
503	12.39607618
504	12.38880173
505	12.36580271
506	12.34921722
507	12.34276352
508	12.32418429
509	12.28906972
510	12.26082833
511	12.2401653
512	12.22239756
513	12.19028056
514	12.17591163
515	12.15942069
516	12.15673355
517	12.12508018
518	12.10819877
519	12.08957352
520	12.05194661
521	12.03611225
522	12.01514455
523	12.00103925
524	11.97688099
525	11.97191197
526	11.95660248
527	11.95377426
528	11.94776482
529	11.94367116
530	11.93941207
531	11.91766587
532	11.89314362
533	11.87756688
534	11.85823076
535	11.82969248
536	11.80075901
537	11.79892098
538	11.78306294
539	11.76556276
540	11.75058803
541	11.73977225
542	11.73627935
543	11.73449698
544	11.71594482
545	11.70245538
546	11.68792871
547	11.65811483
548	11.63830905
549	11.63659781
550	11.62093413
551	11.60288224
552	11.58843726
553	11.57627325
554	11.56159578
555	11.54291883
556	11.53613488
557	11.52595
558	11.50869859
559	11.49421861
560	11.47835448
561	11.46173388
562	11.44520056
563	11.43152554
564	11.41898231
565	11.39788592
566	11.38698991
567	11.37043256
568	11.35797926
569	11.35480297
570	11.32897677
571	11.31599591
572	11.29985201
573	11.28839374
574	11.28696764
575	11.27737385
576	11.2439161
577	11.21904525
578	11.20576561
579	11.20200198
580	11.17551527
581	11.15812211
582	11.13578803
583	11.11654409
584	11.10509266
585	11.08999496
586	11.07921248
587	11.07735731
588	11.06500668
589	11.05487847
590	11.04030517
591	11.01830608
592	11.00643473
593	10.99429536
594	10.98010633
595	10.96331112
596	10.93849266
597	10.92701977
598	10.90875102
599	10.89432459
600	10.87491757
601	10.85715212
602	10.84592574
603	10.84068789
604	10.82943366
605	10.81455733
606	10.80466021
607	10.79093331
608	10.78388773
609	10.76168279
610	10.74721562
611	10.7296176
612	10.71864753
613	10.71665246
614	10.70140826
615	10.69825402
616	10.68841335
617	10.66371098
618	10.63815853
619	10.62637977
620	10.61852167
621	10.60976401
622	10.5987031
623	10.59501841
624	10.58277008
625	10.58017243
626	10.5669057
627	10.56360953
628	10.54961818
629	10.52945156
630	10.51554342
631	10.5053459
632	10.49526288
633	10.49358612
634	10.47208246
635	10.46170678
636	10.44824929
637	10.43585303
638	10.42034756
639	10.41119881
640	10.40692692
641	10.38917967
642	10.37785108
643	10.35211561
644	10.33482652
645	10.33328502
646	10.3189188
647	10.31628744
648	10.30062642
649	10.27869331
650	10.27579204
651	10.26064891
652	10.2560383
653	10.23950582
654	10.23740377
655	10.23374966
656	10.22471398
657	10.20961696
658	10.19838575
659	10.18137397
660	10.17880673
661	10.17609603
662	10.1574846
663	10.14025339
664	10.12269714
665	10.11527906
666	10.11182598
667	10.09488882
668	10.08368839
669	10.07234031
670	10.07078328
671	10.05262847
672	10.04240016
673	10.03531968
674	10.0262022
675	10.0205926
676	10.00177858
677	9.997637478
678	9.983062576
679	9.980318946
680	9.966969262
681	9.960334978
682	9.94962286
683	9.946890876
684	9.943979959
685	9.922600933
686	9.921652621
687	9.913395809
688	9.897550606
689	9.881674481
690	9.865227342
691	9.857127665
692	9.840626632
693	9.820623117
694	9.792868521
695	9.791228324
696	9.787706028
697	9.761097331
698	9.759699804
699	9.757494893
700	9.739751325
701	9.732204604
702	9.729450856
703	9.715188181
704	9.70029105
705	9.692790202
706	9.685405989
707	9.682786459
708	9.67595035
709	9.669539304
710	9.661763307
711	9.656933569
712	9.645385256
713	9.623677436
714	9.604213751
715	9.590564185
716	9.575882317
717	9.572098157
718	9.561724507
719	9.552208492
720	9.545641461
721	9.52864269
722	9.52317528
723	9.509848669
724	9.49880262
725	9.490947658
726	9.484257174
727	9.475993036
728	9.459855711
729	9.44952876
730	9.440240851
731	9.430178758
732	9.428919021
733	9.418463616
734	9.410956076
735	9.404294851
736	9.388119958
737	9.371609692
738	9.363816943
739	9.341704891
740	9.340488085
741	9.335818817
742	9.333084143
743	9.315896965
744	9.312956824
745	9.311803388
746	9.310656235
747	9.299634729
748	9.2876166
749	9.277888137
750	9.268763841
751	9.259377728
752	9.251624125
753	9.228999651
754	9.227024694
755	9.216406049
756	9.201695956
757	9.194135714
758	9.183346621
759	9.168988264
760	9.158848789
761	9.135822149
762	9.11435667
763	9.100187495
764	9.089154855
765	9.079891686
766	9.071517399
767	9.06972582
768	9.067043311
769	9.055278602
770	9.043214616
771	9.038543315
772	9.023608421
773	9.010485775
774	9.001003478
775	8.994336206
776	8.982924793
777	8.973805364
778	8.972309434
779	8.958680343
780	8.95130013
781	8.943215466
782	8.941326537
783	8.935374049
784	8.925772927
785	8.916070926
786	8.906766378
787	8.898293516
788	8.8912527
789	8.886756509
790	8.87875384
791	8.86115278
792	8.854848293
793	8.844278111
794	8.83303653
795	8.826486338
796	8.808696109
797	8.802057483
798	8.800278654
799	8.783448862
800	8.775404175
801	8.761463274
802	8.755853184
803	8.743726704
804	8.737716442
805	8.730136563
806	8.723158069
807	8.715582312
808	8.713435204
809	8.692542411
810	8.691317699
811	8.679516812
812	8.674547427
813	8.66592798
814	8.652902835
815	8.644047464
816	8.623579822
817	8.617047261
818	8.615978354
819	8.607005098
820	8.59841361
821	8.582331673
822	8.568980824
823	8.562198798
824	8.557655778
825	8.537765168
826	8.526460336
827	8.518874032
828	8.515097223
829	8.512932418
830	8.505151307
831	8.495998167
832	8.48793211
833	8.477539152
834	8.470951348
835	8.463919199
836	8.456769508
837	8.444499502
838	8.436389516
839	8.422883956
840	8.412697444
841	8.407116407
842	8.398028376
843	8.385509192
844	8.37596834
845	8.364564376
846	8.356348278
847	8.348354167
848	8.340672458
849	8.333218337
850	8.328902659
851	8.312203272
852	8.310171826
853	8.302628908
854	8.290679519
855	8.282219969
856	8.277116785
857	8.268214877
858	8.257885227
859	8.248910315
860	8.241091852
861	8.226633167
862	8.215130068
863	8.20535263
864	8.198309746
865	8.193865596
866	8.186513382
867	8.175268923
868	8.158589587
869	8.152403624
870	8.140570871
871	8.138929337
872	8.127030427
873	8.114359215
874	8.104981803
875	8.099496305
876	8.088926482
877	8.082270805
878	8.074070025
879	8.071809193
880	8.063383993
881	8.056336873
882	8.045939197
883	8.040467277
884	8.026155709
885	8.018271036
886	8.013327121
887	8.0080108
888	8.005736361
889	8.004331523
890	7.992737004
891	7.972953286
892	7.960228439
893	7.952099229
894	7.94529868
895	7.939037188
896	7.927435846
897	7.924004506
898	7.917167809
899	7.915487082
900	7.905150714
901	7.901669134
902	7.889527308
903	7.883303132
904	7.876386339
905	7.86725091
906	7.86239055
907	7.851411168
908	7.842613241
909	7.827029242
910	7.80956221
911	7.806204577
912	7.804276858
913	7.802372112
914	7.785327957
915	7.771464441
916	7.764814764
917	7.758312908
918	7.743469355
919	7.737882744
920	7.722025701
921	7.720929981
922	7.709688657
923	7.697959055
924	7.691159421
925	7.687838525
926	7.67993882
927	7.667072534
928	7.662988758
929	7.653235434
930	7.647757478
931	7.641828047
932	7.631821713
933	7.625805761
934	7.62087952
935	7.612802541
936	7.60898074
937	7.598768866
938	7.58936743
939	7.587560352
940	7.579030619
941	7.57144416
942	7.562117617
943	7.558045666
944	7.553107769
945	7.545397291
946	7.541900923
947	7.533327375
948	7.531170986
949	7.524576861
950	7.519340381
951	7.509276832
952	7.504915313
953	7.497701584
954	7.4835439
955	7.472892956
956	7.463515336
957	7.459504845
958	7.455994463
959	7.449426833
960	7.442751283
961	7.436997162
962	7.433092466
963	7.432226244
964	7.424328062
965	7.421923417
966	7.417808399
967	7.410532344
968	7.406853913
969	7.402038901
970	7.388270937
971	7.378424615
972	7.370271642
973	7.359892284
974	7.349674856
975	7.34216233
976	7.32616792
977	7.324871253
978	7.311020113
979	7.31007457
980	7.309222683
981	7.306202142
982	7.301655462
983	7.296872385
984	7.295812622
985	7.295162648
986	7.285352348
987	7.276975714
988	7.276073198
989	7.268860438
990	7.263307043
991	7.258406779
992	7.257734571
993	7.250052345
994	7.249196314
995	7.24117929
996	7.231567772
997	7.224099654
998	7.22045621
999	7.214945769
